number_of__talk__download_languages,comment_count,number_of__subtitled_videos,number_of__talk__more_resources,work_tag,number_of__talk__recommendations,growth_tag,personal_tag,success_tag,author_occupation,leadership_tag,psychology_tag,business_tag,brain_tag,psychologist_occupation,happiness_tag,number_of__talks__take_actions,age_months,ted salon talk  partner _video,duration,self_tag,ted institute talk_video,communication_tag,subjectivity,ted stage talk_video,ted  original_video,engineer_occupation,researcher_occupation,artist_occupation,teaching_tag,writer_occupation,technology_tag,best web_video,tedx talk_video,body_tag,philosopher_occupation,comedian_occupation,original content_video,comedy_tag,entrepreneur_tag
26,107.0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,72,0,1395,0,0,0,0.4730224446466484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,206.0,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,165,0,1140,0,0,0,0.4901775280026402,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27,208.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,929,0,0,0,0.44043894391771776,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,263.0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,1185,0,0,0,0.40911437741334666,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
26,224.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,216,0,0,0,0.40865272938443664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,185.0,31,0,0,0,1,1,0,0,0,0,0,0,0,0,0,85,0,601,0,0,0,0.4245100608961994,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,987.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,983,0,0,0,0.3829368666937729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,238.0,35,0,0,0,0,0,0,1,0,0,0,1,0,0,0,102,0,1006,0,0,0,0.4556904496321674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,295,0,0,0,0.4646823587040978,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,122.0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,687,0,0,0,0.40450584638728976,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43,269.0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,440,0,0,0,0.34808366920435885,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,23.0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,1013,0,0,0,0.48860774786556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,20.0,32,1,1,0,0,0,0,0,0,1,1,0,0,0,0,16,0,350,0,0,0,0.3394935064935065,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28,620.0,28,1,0,0,0,0,0,0,0,1,1,1,1,0,0,118,0,1185,0,0,0,0.4476516756948689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,62.0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,55,0,710,0,0,0,0.5322552910052911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,200.0,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,140,0,209,0,0,1,0.5496632996632997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,272.0,19,2,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,1090,0,0,1,0.4091207859064999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,331.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,306,0,0,0,0.4981506439053609,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,390.0,34,1,0,1,0,0,0,0,0,0,0,0,0,0,1,92,0,809,0,0,0,0.4004217288088256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,285.0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,359,0,0,0,0.5911218506908161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,78.0,33,1,1,0,0,0,0,0,0,0,1,0,0,0,0,67,0,586,0,1,1,0.4939749814749815,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,1056.0,26,0,0,1,0,0,0,0,0,0,1,0,0,0,0,70,0,1222,0,0,0,0.4870905863142704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,659.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,336,0,0,0,0.37740776490776506,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,263.0,34,4,0,1,0,0,0,0,0,0,1,0,0,0,0,83,0,867,0,0,0,0.459471916971917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,359.0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,274,0,0,1,0.6069487390915963,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34,403.0,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,115,0,933,0,0,0,0.5112530132038802,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,28.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,457,0,0,0,0.5106420068027211,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,49.0,15,3,0,2,0,0,0,0,0,0,0,0,0,0,1,26,0,864,0,0,0,0.35221342241573445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,489.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,773,0,0,0,0.5255797891675752,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34,626.0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,933,0,0,0,0.4625360750360754,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
37,121.0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,1036,0,0,0,0.4585736999625889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,54.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,869,0,0,0,0.4760318944621267,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,280.0,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,124,0,1318,0,0,0,0.4932576637454688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,93.0,29,0,0,0,0,0,0,1,0,0,0,1,0,0,0,56,0,848,0,0,1,0.5314590819492778,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,131.0,31,1,0,0,0,0,0,0,0,1,0,0,1,0,0,153,0,1047,0,0,0,0.4319415779415782,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,44.0,37,1,1,0,0,0,0,0,0,0,1,0,0,0,0,67,0,394,0,1,1,0.5305904809476236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,76.0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,857,0,0,0,0.4379485329485329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,221.0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,472,0,0,0,0.4748544312830025,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20,158.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,254,0,0,0,0.4886640211640209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,95.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,1056,0,0,0,0.4148615778161234,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,169.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,508,0,0,0,0.52305291005291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,120.0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,1298,0,0,0,0.5001620750471324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,39.0,34,0,0,2,0,0,0,0,0,0,0,0,0,0,0,21,0,279,0,0,0,0.5653431637806638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,686.0,39,1,0,0,0,0,0,0,0,0,0,0,1,0,0,106,0,286,0,0,0,0.4925935623516267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,97.0,31,0,0,0,0,0,0,0,0,1,0,1,0,0,0,158,0,873,0,0,0,0.5207059918274871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,48.0,16,1,1,0,1,1,0,1,1,0,1,0,0,0,2,20,1,742,0,0,1,0.4340028955591869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,116.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,1260,0,0,0,0.5031716144647178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,58.0,25,1,0,0,0,0,0,0,1,0,1,0,0,0,0,63,0,1037,0,0,0,0.5344386534518114,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,155.0,31,1,0,1,0,0,0,0,0,0,1,0,0,0,1,110,0,1168,0,0,0,0.5642970970329464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,159.0,26,0,0,4,0,0,0,0,0,0,0,0,0,0,2,41,0,896,0,0,1,0.5010683929891245,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
23,25.0,23,1,0,1,0,0,0,0,0,0,0,0,0,0,1,33,0,723,0,0,0,0.4907797736614528,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34,88.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,302,0,0,0,0.520909090909091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,28.0,23,0,0,0,1,1,0,0,0,0,0,0,0,0,0,37,0,1108,0,0,0,0.5212558298735778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,465.0,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,119,0,986,0,0,0,0.4892516366245181,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35,229.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,1075,0,0,0,0.4785226473034354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,236.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,1028,0,0,1,0.5461804892411513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,39.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,860,0,0,0,0.4409541432386259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,374.0,36,2,0,1,0,0,0,0,0,0,0,0,0,0,1,114,0,1125,0,0,0,0.4006295544733045,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,307,0,0,0,0.4434182694942189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,126.0,22,1,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0,915,0,0,0,0.4543537896955162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,16.0,18,0,1,0,1,1,0,0,0,0,0,0,0,0,0,6,0,822,1,0,0,0.4861258714019451,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
19,103.0,19,0,0,1,1,1,0,0,0,0,0,0,0,0,0,30,0,816,0,1,0,0.5220886058386058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,27.0,15,1,0,1,0,0,0,0,0,0,0,0,0,0,3,9,1,944,0,0,1,0.4884438716499786,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10,30.0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,0,1054,0,0,1,0.494005366779339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,196.0,29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,163,0,1177,0,0,0,0.3982595395196201,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
33,87.0,33,1,0,0,0,0,0,0,0,0,0,0,0,1,0,65,0,440,0,1,0,0.5472421097421095,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
33,220.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,414,0,0,0,0.631946955997589,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,29.0,14,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21,0,964,0,0,0,0.4719020035520037,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,44.0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,21,0,605,0,0,0,0.5772377132671249,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
17,59.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,853,0,0,0,0.4859990678421336,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,261.0,32,1,0,1,0,0,0,0,0,1,0,1,0,1,0,97,0,1060,0,0,0,0.4912271841219212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,134.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,1399,0,0,0,0.4895703644586328,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
21,84.0,21,0,0,0,1,1,0,0,1,0,0,0,0,0,1,38,0,822,0,0,0,0.4510199378642003,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
25,291.0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79,0,1072,0,0,0,0.4718533106238026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,205.66666666666669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,310,0,0,0,0.4792091242091242,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,120.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,234,0,0,0,0.5014462081128749,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,35.0,18,0,1,1,1,1,1,0,1,0,1,0,0,1,0,17,0,723,0,1,1,0.4929724736542918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,425.0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,1237,0,0,0,0.5316019832880298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,276.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,421,0,0,0,0.4472679805574542,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,127.0,41,0,0,3,0,0,0,0,0,0,0,0,0,0,1,56,0,473,0,1,0,0.4651475068141733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,272.0,32,2,0,0,0,0,0,1,1,0,0,0,0,0,0,133,0,1049,0,0,1,0.4548348390739696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,69.0,23,1,0,1,1,1,0,1,0,0,0,0,0,1,1,32,0,745,0,0,1,0.5607730962504832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,162.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,1091,0,0,0,0.5367937438905183,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19,45.0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,946,0,0,1,0.4112605953717065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,149.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,1008,0,0,0,0.4520433190691809,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
31,204.0,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,74,0,595,0,0,0,0.4843593238822244,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
34,368.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,915,0,0,0,0.4445116077951898,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35,266.0,35,0,0,0,0,0,0,0,0,1,0,1,0,0,0,79,0,569,0,0,0,0.4305383348307879,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,805.0,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,114,0,314,0,0,0,0.4164550264550265,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,31.0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,834,0,0,0,0.4179908753685929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,163.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,856,0,0,0,0.4908992522628887,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
36,192.0,35,3,0,2,0,0,0,0,0,0,0,1,0,0,0,55,0,1166,0,0,0,0.4247093382807669,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33,211.0,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,110,0,1157,0,0,0,0.5464785442244461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,50.0,23,1,0,0,0,0,0,0,0,0,1,0,0,0,2,13,0,842,0,0,0,0.43097041847041856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,243.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,791,0,0,0,0.6262128827730333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,109.0,27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,45,0,976,0,1,0,0.4676246157224418,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,61.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,969,0,0,0,0.38317106289155983,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,112.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1003,0,0,1,0.5359751445797953,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,163.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,51,0,957,0,0,0,0.4193583654000321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,346.0,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,151,0,1136,0,0,0,0.4802144824872097,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,22.0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,297,0,0,0,0.46186387686387703,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
33,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,354,0,0,0,0.6077305605786617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,128.0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,741,0,0,0,0.4559236947791165,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,57.0,20,1,0,1,0,0,0,0,0,0,0,1,0,0,0,9,0,700,0,0,0,0.454949651488113,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
41,166.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,468,0,0,0,0.5437830687830688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,18.0,17,3,0,0,0,0,0,1,0,0,0,0,0,0,1,10,0,790,0,0,0,0.42500571428571415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,207.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,690,0,0,0,0.5433413808413811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,56.0,34,1,0,3,1,1,0,0,0,0,0,0,0,0,2,32,0,395,0,0,0,0.4675632620197838,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,206.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,970,0,0,0,0.4402461035183545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,46.0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,44,0,1042,0,0,0,0.5652350649350648,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,53.0,35,0,0,1,1,1,0,0,0,0,0,0,0,0,0,37,0,546,0,0,1,0.397759034443817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,71.0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,2,8,0,570,0,0,0,0.4693847241867044,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,337.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,1142,0,0,0,0.5283106829418303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,245.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,262,0,0,0,0.5173959673959674,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,154.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,1086,0,0,0,0.4227575247819814,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,255,0,0,0,0.5863642340565416,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,184.0,23,0,0,3,0,0,0,0,0,0,0,1,0,0,3,17,0,772,0,0,0,0.4952978354978354,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,100.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,256,0,0,0,0.4012161084529506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,17.0,24,1,0,2,0,0,0,0,0,0,0,0,0,0,0,16,0,680,0,0,0,0.4677112029384756,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
22,34.0,22,1,0,1,0,0,0,0,0,0,1,0,0,0,2,8,0,886,0,0,0,0.47040065696898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,18.0,23,3,1,1,1,1,0,1,0,0,0,0,1,1,0,6,1,749,0,0,0,0.4652536307778245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,113.0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,1000,0,0,0,0.4739500035168353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,47.0,23,0,0,1,0,0,0,0,0,0,0,0,0,1,0,25,0,927,0,0,0,0.4650879719580507,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
16,18.0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,788,0,1,0,0.5048020753756048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,316,0,0,0,0.3239063568010937,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,25.0,25,0,0,1,1,1,0,1,0,1,0,0,0,0,2,13,1,605,0,0,0,0.509123749813405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,210.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,578,0,0,0,0.5745833333333331,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,34.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1055,0,0,1,0.4432866894390332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,41.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,249,0,0,0,0.4413787105751391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,48.0,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,15,0,683,0,0,0,0.3851876148965188,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
24,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,313,0,0,0,0.38359444788016217,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,42.0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71,0,751,0,0,0,0.4741875515788557,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16,39.0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,832,0,1,0,0.4924326408453391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,261.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1011,0,0,0,0.5033888453500527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,180.0,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,126,0,266,0,0,0,0.5186103311103312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,103.0,22,0,0,1,0,0,0,1,0,0,0,0,0,0,2,16,0,841,0,0,0,0.4806328076685219,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
14,24.0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,0,648,0,0,0,0.5215918367346938,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,2531.0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,566,0,0,0,0.4276238222561752,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
34,1248.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,1185,0,0,0,0.3913886400955365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1025.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,1060,0,0,0,0.4435871481459716,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17,35.0,17,0,1,1,1,1,1,0,1,0,1,0,1,0,0,14,0,695,0,0,1,0.5456899137607798,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,186.0,34,0,0,0,0,0,0,0,0,1,0,1,1,0,0,150,0,793,0,0,0,0.4079875474319919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,180.0,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,312,0,0,0,0.5489332096474953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,148.0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,969,0,0,0,0.5565564004708738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,93.0,24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,35,0,615,0,0,0,0.4113752734720476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,27.0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,742,0,0,0,0.5384658029878621,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,59.0,21,1,0,2,1,1,0,0,0,0,0,0,0,0,0,37,0,969,0,0,1,0.5329812725798125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,414.0,36,1,0,1,0,0,0,0,0,0,0,0,0,1,1,117,0,1009,0,0,0,0.4228449737666329,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32,285.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,841,0,0,0,0.5038758056758057,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
23,11.0,23,2,0,1,1,1,0,0,0,0,0,0,0,0,0,9,0,654,0,0,1,0.5397194472194471,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39,169.0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,350,0,0,0,0.5553291536050157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,119.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,319,0,0,0,0.4959892488463914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,69.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,252,0,0,0,0.4206939799331104,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
