number_of__talk__download_languages,comment_count,number_of__subtitled_videos,number_of__talk__more_resources,work_tag,number_of__talk__recommendations,growth_tag,personal_tag,success_tag,author_occupation,leadership_tag,psychology_tag,business_tag,brain_tag,psychologist_occupation,happiness_tag,number_of__talks__take_actions,age_months,ted salon talk  partner _video,duration,self_tag,ted institute talk_video,communication_tag,subjectivity,ted stage talk_video,ted  original_video,engineer_occupation,researcher_occupation,artist_occupation,teaching_tag,writer_occupation,technology_tag,best web_video,tedx talk_video,body_tag,philosopher_occupation,comedian_occupation,original content_video,comedy_tag,entrepreneur_tag
36,50.0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,48,0,434,0,0,0,0.4451789096320345,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,72.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,261,0,0,0,0.5717647058823531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,81.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,1023,0,0,0,0.493561606160616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,234.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,1110,0,0,0,0.44421950598421184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,363.0,27,4,0,1,0,0,0,0,0,0,0,0,0,0,1,71,0,1205,0,0,0,0.40415375856782093,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,173.0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112,0,507,0,0,0,0.4708547833547836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,41.0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,908,0,0,0,0.4472334543186069,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,13.0,20,1,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0,747,0,0,0,0.5040541125541124,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,154.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,766,0,0,0,0.5294312576312576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,285,0,0,0,0.3668367346938777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,225.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,582,0,0,0,0.441588823502886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,45.0,28,0,0,1,0,0,0,1,0,0,0,0,0,0,2,43,0,713,0,0,1,0.44861764705882334,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,24.0,29,1,0,1,0,0,0,0,0,0,0,1,0,0,0,43,0,993,0,0,1,0.4521721460357822,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
30,32.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,579,0,0,1,0.4060096443640748,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16,88.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,250,0,0,0,0.4247134038800705,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,144.66666666666669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,263,0,0,0,0.4038675958188154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,201.0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,133,0,1387,0,0,0,0.4352149809351796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,61.0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,640,0,1,0,0.4739204758496096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,349.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,471,0,0,0,0.5050554514214308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,68.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,1264,0,0,0,0.4776876696480221,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,123.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,276,0,0,1,0.5104898516783761,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27,214.0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,87,0,925,0,0,0,0.4944494047619047,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,338.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,668,0,0,1,0.4977170944135229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,78.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,995,0,0,0,0.4349315924716996,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,240.0,36,0,0,1,0,0,0,0,0,0,0,0,0,0,2,51,0,359,0,0,0,0.389801259346714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,27.0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,2,21,0,509,0,0,0,0.44767474241158456,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,43.0,13,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1093,0,0,0,0.4413485343632403,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,291.0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86,0,934,0,0,0,0.4261156081361559,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,106.0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61,0,1077,0,0,0,0.4682002909944089,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16,21.0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1039,0,0,0,0.4767692452475061,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,45.0,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,734,1,1,0,0.4558882475549147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,53.0,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,73,0,849,0,0,0,0.504887116195063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,44.0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,3,23,0,908,0,0,0,0.4284151899259812,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
22,118.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,933,0,0,0,0.4571266132997977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,481.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,1194,1,0,0,0.4794484914408773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,353.0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,128,0,890,0,0,0,0.5083385347434937,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41,184.0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,252,0,0,0,0.4205128205128206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,300.0,29,1,0,0,0,0,0,0,0,1,0,1,1,0,0,140,0,1362,0,0,0,0.3889138795792023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,86.0,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,37,0,1055,0,0,1,0.4312278052635198,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25,13.0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,2,34,0,730,0,0,0,0.5003406658884187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,22.0,15,1,0,2,0,0,0,0,0,0,0,0,0,0,1,19,0,553,0,0,0,0.5358964646464646,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,19.666666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,263,0,0,0,0.4388194444444444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,17.333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,233,0,0,0,0.3204207527166711,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,15.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,885,0,0,0,0.4863151927437645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,25.0,13,1,0,1,0,0,0,0,1,0,1,0,0,0,3,5,0,1034,0,0,0,0.5148546592296592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,234.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,383,0,0,0,0.37721359940872135,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,208.0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,324,0,0,0,0.5194886363636362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,22.0,21,0,0,1,0,0,0,1,0,0,0,0,0,0,2,23,0,997,0,0,0,0.4711745255386874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,92.0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,0,543,0,0,0,0.31608586218975826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,26.0,22,0,0,1,0,0,0,0,0,1,0,0,0,0,1,23,0,883,0,0,0,0.5203255107465632,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
27,48.0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,33,0,519,0,0,0,0.4083741913517193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,13.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,733,0,0,0,0.4860717348689046,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
15,14.0,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,18,0,928,0,0,0,0.5635109221843918,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,79.0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,440,0,0,0,0.4674539170506912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,221.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,320,0,0,0,0.5057660918316655,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,364.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,852,0,0,0,0.34115791615791624,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,20.0,29,1,0,1,1,1,0,0,0,0,0,0,0,0,2,35,0,467,0,0,0,0.4904000429000429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,5.0,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,781,0,0,0,0.4111153912001369,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,635.0,35,0,0,0,0,0,0,0,0,1,0,1,0,0,0,83,0,899,1,0,0,0.4621290545203587,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17,43.0,17,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,954,0,0,0,0.4798157372814908,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,34.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,332,0,0,0,0.504840521114106,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
28,242.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,378,0,0,0,0.5079365079365079,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35,101.0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,391,0,0,0,0.5863911221054079,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,181.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,651,0,0,0,0.4616245791245791,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,131.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,1029,0,0,0,0.4534458767833149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,37.0,20,0,0,1,0,0,0,0,0,1,0,0,1,0,0,27,0,970,1,0,0,0.4043956214201613,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,76.0,27,2,0,1,0,0,0,0,0,0,0,0,0,0,2,36,0,1118,0,0,0,0.3715646930709042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,22.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,855,0,0,0,0.5150539682539679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,81.0,31,2,0,0,0,0,0,1,0,0,0,0,0,0,0,70,0,324,0,0,0,0.5359593837535013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,24.0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,596,0,0,0,0.4203225312423426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,41.0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,597,0,0,0,0.478316539782057,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19,18.0,19,2,0,0,1,1,0,0,0,0,0,0,0,0,0,25,0,736,0,1,1,0.4567857142857141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,55.0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,313,0,0,0,0.4734867425343614,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29,181.0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,76,0,919,0,0,0,0.4414313522126023,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
26,69.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,938,0,0,0,0.4860023021294697,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16,33.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1,625,0,0,1,0.5025240384615386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,161.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,1062,0,0,0,0.4968844125799012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,44.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,304,0,0,0,0.5557189542483661,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,17.0,25,3,0,1,0,0,0,0,0,0,0,0,0,0,1,26,0,513,0,0,0,0.4084155427905428,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,62.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,261,0,0,0,0.415189885871704,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,107.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,252,0,0,0,0.3992120492120492,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,152.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,373,0,0,0,0.5606424466338261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,198.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,1119,0,0,0,0.45000102783622303,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,27.0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,867,0,0,0,0.4274515843633491,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,31.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0,607,0,0,0,0.4633160939355628,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,35.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,2,35,0,838,0,0,0,0.4474694812762994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,70.0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,692,0,0,0,0.4767002969482309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,31.0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,3,30,0,722,0,1,0,0.5144899795275736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,215.0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,1283,0,0,0,0.4575034334780098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,330.0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,116,0,988,0,0,0,0.4295034760002914,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,42.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,840,0,0,0,0.4427872161713625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,792.0,30,2,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,1006,0,0,0,0.5008409888171792,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
21,83.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1047,0,0,0,0.4541118927368927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,49.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,467,0,0,0,0.4151549605201289,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37,350.0,36,1,0,1,0,0,0,0,0,0,0,0,0,0,0,64,0,278,0,0,0,0.5528932178932179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,88.0,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,34,0,736,0,0,0,0.4230769653052263,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24,4.0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,2,8,0,339,0,0,0,0.3554545454545454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,188.0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,230,0,0,0,0.7034262485481998,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,37.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,345,0,0,0,0.4180158730158729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,137.0,38,1,0,1,0,0,0,0,0,0,0,0,0,0,0,112,0,402,0,0,0,0.4658316080055211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,279.0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86,0,783,0,0,0,0.4936362338700468,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,417.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,719,1,0,0,0.5568258925129156,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
29,232.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,1159,0,0,0,0.5989969851576993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,226.0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,527,0,0,0,0.3791517661082878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,108.0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,209,0,0,0,0.4071371610845295,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,455.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,1182,0,0,0,0.4760611937082524,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,67.0,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85,0,180,0,0,0,0.2794688644688645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,31.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,330,0,0,0,0.433900371928541,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,24.0,22,0,0,1,1,1,0,0,0,0,0,0,0,0,0,21,0,378,0,0,0,0.4091386554621849,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,26.0,15,1,0,0,0,0,0,0,0,0,1,0,0,0,1,29,0,935,0,1,0,0.4687844155844156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,148.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,795,0,0,0,0.5214700996677742,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24,71.0,24,3,0,1,0,0,0,0,0,0,1,0,0,0,1,47,0,715,0,1,0,0.4330887136119693,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,11.0,14,3,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,676,1,0,0,0.5337453729845032,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36,13.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,289,0,0,0,0.3422168109668109,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
35,36.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,276,1,0,1,0.2709563624781017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,625.0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,1033,0,0,0,0.5145913797488599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,168.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,962,0,0,0,0.4806168609849586,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27,134.0,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,80,0,900,0,0,0,0.3979119425547996,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25,66.0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,485,0,0,0,0.4582643784786644,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
23,20.0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,668,0,0,0,0.4918161475116364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,402,0,0,0,0.43525056864039896,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
32,130.0,31,1,0,0,1,1,0,0,0,1,0,0,1,1,0,98,0,698,0,0,0,0.42809762162440734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,74.0,27,1,0,3,0,0,0,0,0,0,0,0,0,0,2,40,0,1211,0,0,0,0.44100590623846464,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,17.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,675,0,0,0,0.5121024531024531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,11.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,656,0,0,0,0.3944883529169244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,19.0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,636,0,0,0,0.4652129270988922,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
25,592.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,1090,0,0,0,0.36980230880230897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,223.0,27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,83,0,596,0,0,0,0.4011389652014656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,147.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,302,0,0,0,0.4784301856335755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,72.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,759,0,0,0,0.3826007326007327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,174.0,23,2,0,1,0,0,0,0,0,0,1,0,0,0,1,93,0,1186,0,0,0,0.5105111514302691,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,143.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,712,0,0,0,0.5073598284431616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,187.0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,398,0,0,0,0.4556525573192238,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27,51.0,26,0,0,3,0,0,0,0,0,0,0,0,0,0,0,38,0,599,0,0,0,0.4550972849614155,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26,48.0,26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,73,0,893,0,0,0,0.4811363636363638,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,150.0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98,0,794,0,0,0,0.4685833527749695,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
25,112.0,25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,68,0,1019,0,0,0,0.43359821770269535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,7.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,854,0,0,0,0.4336188256188256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,32.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,326,0,0,1,0.37176702085792973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,41.0,19,1,0,1,0,0,0,1,0,0,0,0,0,0,0,24,0,1035,0,0,0,0.5425946373743732,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28,86.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,263,0,0,0,0.4053414327607876,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,43.0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,783,0,0,0,0.4954855125209106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,18.0,19,2,0,1,0,0,0,0,0,0,0,0,0,0,2,26,0,601,0,0,0,0.5191034174159174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,20.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,567,0,0,0,0.4881627601199967,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
14,22.0,14,0,1,1,0,0,0,0,0,0,1,0,0,0,2,3,0,806,0,0,0,0.3835808580858087,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,47.0,23,0,0,2,0,0,0,0,0,0,0,0,0,0,2,23,0,541,0,0,0,0.4367992090214311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,87.0,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75,0,957,0,0,0,0.45995648681215706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,52.0,23,1,0,1,0,0,0,0,0,0,0,0,0,0,3,34,0,798,0,0,0,0.4781390692640691,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,124.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,282,0,0,0,0.4794349020155473,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36,197.0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,94,0,861,0,0,0,0.4739130924237308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,144.0,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,57,0,1307,0,0,0,0.4017819281928193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,188.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,576,0,0,0,0.537878787878788,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,3.0,22,2,0,1,0,0,0,0,0,0,0,0,0,0,2,26,0,612,0,0,0,0.4717852243778169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
